doctor_id,first_name,last_name,specialization,phone_number,years_experience,hospital_id,email,department_id,doctor_rating
42,Rachael,Bautista,Nuclear Medicine,2584332456,26,1,rachael.bautista@NRCH.com,3,3.17
43,Carolyn,Long,Sports Rehabilitation,3125648629,34,1,carolyn.long@NRCH.com,12,2.83
44,Sean,Wood,Thyroid Disorders,3066606573,14,1,sean.wood@NRCH.com,13,3.38
45,Daniel,Jacobs,Pain Management,7764266237,18,1,daniel.jacobs@NRCH.com,12,3.7
46,Michael,Welch,Pediatric Endocrinology,5736407970,32,1,michael.welch@NRCH.com,13,3.18
47,Danny,Irwin,Addiction Psychiatry,3896267173,6,1,danny.irwin@NRCH.com,8,3.9
48,Nicole,Williams,Movement Disorders,3682967145,8,1,nicole.williams@NRCH.com,20,2.96
49,Chad,Baker,Hematopathology,6514832164,22,1,chad.baker@NRCH.com,4,3.48
50,Audrey,Burton,Geriatric Medicine,4164864475,16,1,audrey.burton@NRCH.com,9,3.42
51,David,Martinez,Pediatric Oncology,7979284576,27,2,david.martinez@PLGH.com,29,3.81
52,Denise,Brown,Endovascular Surgery,3278093057,17,2,denise.brown@PLGH.com,30,3.09
53,Adam,Williams,Pediatric Radiology,7048432943,32,2,adam.williams@PLGH.com,31,3.15
54,Gary,Fisher,Preventive Cardiology,9628728523,20,2,gary.fisher@PLGH.com,32,3.44
55,Jessica,Pope,Forensic Psychiatry,5396060312,23,2,jessica.pope@PLGH.com,33,2.63
56,Cheyenne,Bush,Brain Tumor Surgery,5457670886,33,2,cheyenne.bush@PLGH.com,34,3.09
57,Joseph,Williams,Rheumatoid Arthritis,8505402163,19,2,joseph.williams@PLGH.com,35,3.43
58,Shawn,Morgan,Geriatric Medicine,2912558754,7,2,shawn.morgan@PLGH.com,36,2.78
59,James,Miller,Sleep Medicine,6533344486,35,2,james.miller@PLGH.com,37,3.27
60,Albert,Simpson,Endourology,8065777111,10,2,albert.simpson@PLGH.com,38,2.27
61,Scott,Jones,Cosmetic Dermatology,6865023732,7,2,scott.jones@PLGH.com,39,2.87
62,Jennifer,Waters,Surgical Pathology,5976844301,22,2,jennifer.waters@PLGH.com,40,2.65
63,Nichole,Osborn,Hand Surgery,7885601641,7,2,nichole.osborn@PLGH.com,41,2.43
64,Emily,Warner,Movement Disorders,4432318453,28,2,emily.warner@PLGH.com,42,2.79
65,Angela,Murphy,Reproductive Endocrinology,5029622812,14,2,angela.murphy@PLGH.com,43,3.67
66,Ashley,Dominguez,Oculoplastic Surgery,9323365992,31,2,ashley.dominguez@PLGH.com,44,3.0
67,Christina,Johnson,Pancreatology,7573740382,34,2,christina.johnson@PLGH.com,45,2.97
68,Jonathon,Munoz,Developmental Pediatrics,5356460305,4,2,jonathon.munoz@PLGH.com,46,2.71
69,Max,Martin,Lupus,2592802507,6,2,max.martin@PLGH.com,35,3.45
70,John,Smith,Pediatric Ophthalmology,4517056237,1,2,john.smith@PLGH.com,44,4.38
71,Jessica,Floyd,Pediatric Orthopedics,2604648870,32,2,jessica.floyd@PLGH.com,41,3.86
72,Christy,Stanley,Foot and Ankle Surgery,3219532302,22,2,christy.stanley@PLGH.com,41,3.44
73,Jennifer,Mendez,Pediatric Urology,6454600715,21,2,jennifer.mendez@PLGH.com,38,4.26
74,Stephen,Romero,Nuclear Medicine,6659476048,5,2,stephen.romero@PLGH.com,31,3.53
75,Tiffany,Mejia,Rheumatoid Arthritis,9842076165,15,2,tiffany.mejia@PLGH.com,35,2.46
76,Andrew,Singh,Interventional Pulmonology,6495438856,10,2,andrew.singh@PLGH.com,37,2.95
77,Darren,Holden,Vascular Neurosurgery,2984522509,6,2,darren.holden@PLGH.com,34,3.01
78,Stephanie,Cox,Hepatology,4457769620,21,2,stephanie.cox@PLGH.com,45,3.79
79,Sarah,Fry,Pancreatology,3498318642,7,2,sarah.fry@PLGH.com,45,3.57
80,Karen,Baker,Movement Disorders,2064448885,19,2,karen.baker@PLGH.com,42,3.59
81,Kristen,Miles,Surgical Pathology,2657708693,22,2,kristen.miles@PLGH.com,40,3.25
82,Allison,Pugh,Headache Medicine,5359703934,14,2,allison.pugh@PLGH.com,42,3.98
83,Michelle,Jacobson,Pediatric Pulmonology,7133271664,19,2,michelle.jacobson@PLGH.com,46,3.51
84,Kurt,Vasquez,Vascular Neurosurgery,6437666609,6,2,kurt.vasquez@PLGH.com,34,3.06
85,Lynn,Sanders,Endourology,7202195501,25,2,lynn.sanders@PLGH.com,38,4.01
86,Leroy,Whitehead,Advanced Endoscopy,2462292648,16,2,leroy.whitehead@PLGH.com,45,3.65
87,Madison,Vazquez,Osteoporosis,7626591182,12,2,madison.vazquez@PLGH.com,35,3.09
88,Kimberly,Holmes,Clinical Pathology,5279820928,12,2,kimberly.holmes@PLGH.com,40,2.99
89,Cheryl,Burnett,Retina Surgery,8257278081,17,2,cheryl.burnett@PLGH.com,44,3.47
90,Ashley,Rogers,Pancreatology,2858125022,5,2,ashley.rogers@PLGH.com,45,4.02
91,Deanna,Hale,Retina Surgery,6099251607,9,2,deanna.hale@PLGH.com,44,2.65
92,Robert,Johnson,Neuroradiology,2367151105,3,2,robert.johnson@PLGH.com,31,3.66
93,Stephen,Spencer,Interventional Cardiology,7777108640,35,2,stephen.spencer@PLGH.com,32,2.64
94,Stephanie,Ruiz,Nuclear Medicine,4284400652,26,2,stephanie.ruiz@PLGH.com,31,3.48
95,Greg,Mccall,Osteoporosis,5397507603,34,2,greg.mccall@PLGH.com,35,4.27
96,Jeremy,Johns,Electrophysiology,4592269029,14,2,jeremy.johns@PLGH.com,32,3.23
97,Anthony,Morris,Mohs Surgery,2008199226,18,2,anthony.morris@PLGH.com,39,4.4
98,Samuel,Mcintyre,Vascular Neurosurgery,8328583861,32,2,samuel.mcintyre@PLGH.com,34,3.85
99,John,James,Glaucoma,9375691448,6,2,john.james@PLGH.com,44,4.12
100,Joshua,Carr,Cosmetic Dermatology,9184026066,8,2,joshua.carr@PLGH.com,39,3.21
101,Gene,Wells,Craniofacial Surgery,9942815525,27,3,gene.wells@NKCH.com,47,3.62
102,James,Bernard,Trauma Surgery,2958460486,17,3,james.bernard@NKCH.com,48,2.22
103,Joseph,Luna,Pediatric Radiology,3223195206,32,3,joseph.luna@NKCH.com,49,3.22
104,Kimberly,Gardner,Hand Surgery,4229232308,20,3,kimberly.gardner@NKCH.com,50,3.39
105,Michael,Macias,Pediatric ENT,6455164258,23,3,michael.macias@NKCH.com,51,3.08
106,Nicole,Riddle,General Obstetrics,3675846612,14,3,nicole.riddle@NKCH.com,52,3.06
107,Caitlin,Morrison,Consultation-Liaison Psychiatry,9147926100,9,3,caitlin.morrison@NKCH.com,53,3.37
108,Breanna,King,Primary Care,5329881820,9,3,breanna.king@NKCH.com,54,3.02
109,Jean,Sullivan,Critical Care Pulmonology,3928627906,17,3,jean.sullivan@NKCH.com,55,3.66
110,Matthew,Hunter,Thyroid Disorders,4075914878,20,3,matthew.hunter@NKCH.com,56,2.23
111,Amber,Moore,Medical Oncology,9275117696,5,3,amber.moore@NKCH.com,57,2.32
112,Lisa,Phillips,Aortic Surgery,9123029830,22,3,lisa.phillips@NKCH.com,58,2.72
113,Sarah,Hansen,Bone Marrow Transplant,7513033744,7,3,sarah.hansen@NKCH.com,59,3.52
114,Chris,Berry,Osteoporosis,6568234375,28,3,chris.berry@NKCH.com,60,3.05
115,Cheryl,Guerra,Female Urology,6657873556,14,3,cheryl.guerra@NKCH.com,61,3.29
116,Teresa,Saunders,Mohs Surgery,9415741725,29,3,teresa.saunders@NKCH.com,62,3.81
117,Daniel,Reyes,Headache Medicine,2783799368,17,3,daniel.reyes@NKCH.com,63,3.04
118,Thomas,Long,HIV/AIDS,7604906143,1,3,thomas.long@NKCH.com,64,3.01
119,Daniel,Robles,Trauma Emergency,5033006802,26,3,daniel.robles@NKCH.com,65,3.43
120,Joyce,Gonzalez,Cardiac Imaging,8898618233,1,3,joyce.gonzalez@NKCH.com,66,3.25
121,Thomas,Smith,Esophageal Surgery,7609940955,32,3,thomas.smith@NKCH.com,67,1.97
122,Danielle,Carlson,Glaucoma,8415140292,16,3,danielle.carlson@NKCH.com,68,2.78
123,Ashley,Keller,Advanced Endoscopy,9689818171,5,3,ashley.keller@NKCH.com,69,3.16
124,Guy,Kelley,Electrophysiology,9645619853,15,3,guy.kelley@NKCH.com,66,3.01
125,Michael,Rowe,Epilepsy,5079086736,10,3,michael.rowe@NKCH.com,63,4.02
126,Justin,Valdez,Consultation-Liaison Psychiatry,7284134810,29,3,justin.valdez@NKCH.com,53,3.3
127,Katie,Mcdonald,Benign Hematology,8364732605,6,3,katie.mcdonald@NKCH.com,59,3.01
128,Cynthia,Williamson,Primary Care,2934970379,33,3,cynthia.williamson@NKCH.com,54,3.01
129,John,Sawyer,Craniofacial Surgery,7319864573,7,3,john.sawyer@NKCH.com,47,3.04
130,Peter,Branch,Heart Failure,8715231267,19,3,peter.branch@NKCH.com,66,3.16
131,Christopher,Gutierrez,Retina Surgery,8683302874,22,3,christopher.gutierrez@NKCH.com,68,4.36
132,Christian,Cordova,Transplant Infectious Disease,7034695410,19,3,christian.cordova@NKCH.com,64,3.49
133,Steven,Rodriguez,Pediatric Endocrinology,4437668539,6,3,steven.rodriguez@NKCH.com,56,3.59
134,Courtney,Elliott,Craniofacial Surgery,4874656016,21,3,courtney.elliott@NKCH.com,47,4.03
135,Nicole,Wilson,Pediatric Dermatology,2307446154,19,3,nicole.wilson@NKCH.com,62,3.31
136,Zachary,Smith,Cardiac Surgery,3043525198,13,3,zachary.smith@NKCH.com,67,3.5
137,Michelle,Willis,Interventional Pulmonology,9087351832,3,3,michelle.willis@NKCH.com,55,3.33
138,Eric,Le,Laryngology,6837375248,17,3,eric.le@NKCH.com,51,2.91
139,Austin,Carr,Lung Surgery,8123438857,5,3,austin.carr@NKCH.com,67,2.99
140,Christopher,Krause,Head and Neck Surgery,6242364000,9,3,christopher.krause@NKCH.com,51,2.46
141,Krista,Wright,Cornea and External Disease,7829490664,3,3,krista.wright@NKCH.com,68,4.1
142,Pamela,Erickson,Benign Hematology,4529803760,35,3,pamela.erickson@NKCH.com,59,3.72
143,Alexis,Molina,Hospital Epidemiology,7615837446,34,3,alexis.molina@NKCH.com,64,3.75
144,John,Walker,Hepatobiliary Surgery,4224848023,34,3,john.walker@NKCH.com,48,3.61
145,Julie,Warren,Pediatric Dermatology,9403730626,14,3,julie.warren@NKCH.com,62,3.04
146,David,Miller,Oculoplastic Surgery,8106367465,27,3,david.miller@NKCH.com,68,3.74
147,Jessica,Stafford,Headache Medicine,5939300817,18,3,jessica.stafford@NKCH.com,63,3.11
148,Jennifer,Prince,Craniofacial Surgery,4292840925,32,3,jennifer.prince@NKCH.com,47,2.67
149,Timothy,Gross,Toxicology,6967574727,6,3,timothy.gross@NKCH.com,65,3.92
150,Michael,Little,Travel Medicine,4694684933,8,3,michael.little@NKCH.com,64,3.65
151,Lindsey,Holmes,Pain Management,2875546478,27,4,lindsey.holmes@SUH.com,70,3.61
152,Tammy,Ellis,HIV/AIDS,4037914032,17,4,tammy.ellis@SUH.com,71,2.76
153,Chelsea,Adams,Pediatric Pulmonology,3002924367,32,4,chelsea.adams@SUH.com,72,3.53
154,Kayla,Smith,Lung Transplant,9454363522,20,4,kayla.smith@SUH.com,73,2.43
155,Cheryl,Wagner,Lung Transplant,3308069028,23,4,cheryl.wagner@SUH.com,73,3.39
156,Kyle,Schultz,Interventional Pulmonology,3939052547,33,4,kyle.schultz@SUH.com,73,4.09
157,Linda,Moore,Pediatric Emergency Medicine,8844869762,19,4,linda.moore@SUH.com,72,4.45
158,Gina,Hess,Pediatric Anesthesia,3192127416,7,4,gina.hess@SUH.com,70,3.78
159,Blake,Smith,Sleep Medicine,5218667052,35,4,blake.smith@SUH.com,73,3.41
160,Robyn,Orr,Adolescent Medicine,2969284668,10,4,robyn.orr@SUH.com,72,3.47
161,Natalie,Thomas,Travel Medicine,6395219744,7,4,natalie.thomas@SUH.com,71,4.32
162,Richard,Smith,Adolescent Medicine,7084104228,5,4,richard.smith@SUH.com,72,3.23
163,Mark,Potter,Travel Medicine,3533475778,31,4,mark.potter@SUH.com,71,3.78
164,Leslie,Reyes,Critical Care Pulmonology,3874868132,23,4,leslie.reyes@SUH.com,73,3.42
165,Eric,Cruz,Pediatric Gastroenterology,8117849457,21,4,eric.cruz@SUH.com,72,2.88
166,Julie,Conway,Critical Care Anesthesia,3859380655,14,4,julie.conway@SUH.com,70,3.46
167,Daniel,Graham,Pediatric Pulmonology,4387088109,31,4,daniel.graham@SUH.com,72,3.49
168,Joseph,Webb,Hospital Epidemiology,5032752078,34,4,joseph.webb@SUH.com,71,3.13
169,Jasmine,Lutz,Travel Medicine,8295759569,4,4,jasmine.lutz@SUH.com,71,3.86
170,Miguel,Phillips,HIV/AIDS,7434895739,6,4,miguel.phillips@SUH.com,71,2.47
171,Marc,Thomas,Adolescent Medicine,5483289177,26,4,marc.thomas@SUH.com,72,3.11
172,Amber,Conway,Adolescent Medicine,4649835650,1,4,amber.conway@SUH.com,72,3.93
173,Christopher,Mason,Critical Care Anesthesia,9766560105,32,4,christopher.mason@SUH.com,70,3.59
174,Amy,Perry,Travel Medicine,5532111809,16,4,amy.perry@SUH.com,71,2.86
175,Blake,Davis,Neuroanesthesia,4415962998,5,4,blake.davis@SUH.com,70,2.93
176,Derrick,Liu,Pediatric Anesthesia,2747294312,15,4,derrick.liu@SUH.com,70,3.53
177,Amanda,Castillo,Pediatric Emergency Medicine,5412949302,10,4,amanda.castillo@SUH.com,72,3.37
178,Robert,Thomas,Hospital Epidemiology,5086532757,6,4,robert.thomas@SUH.com,71,3.32
179,Emma,Lopez,Neonatology,4748589434,21,4,emma.lopez@SUH.com,72,2.8
180,Daniel,Lawrence,Hospital Epidemiology,9187272648,7,4,daniel.lawrence@SUH.com,71,3.26
181,Nicholas,Williams,Developmental Pediatrics,8685289204,19,4,nicholas.williams@SUH.com,72,3.04
182,Taylor,Myers,Adolescent Medicine,5185618720,8,4,taylor.myers@SUH.com,72,3.1
183,John,George,Pediatric Pulmonology,5188383371,22,4,john.george@SUH.com,72,2.5
184,Caroline,Hancock,Interventional Pulmonology,5792055303,19,4,caroline.hancock@SUH.com,73,3.04
185,Douglas,Chavez,Pain Management,3949465419,6,4,douglas.chavez@SUH.com,70,3.62
186,Mitchell,Howell,Hospital Epidemiology,7324630742,21,4,mitchell.howell@SUH.com,71,3.78
187,Darrell,Morris,Interventional Pulmonology,6154334866,19,4,darrell.morris@SUH.com,73,2.55
188,Alison,Greer,Pediatric Emergency Medicine,8524929643,13,4,alison.greer@SUH.com,72,4.16
189,Mary,Evans,Pediatric Emergency Medicine,9916511738,3,4,mary.evans@SUH.com,72,3.57
190,Jillian,Scott,Sleep Medicine,5622319827,31,4,jillian.scott@SUH.com,73,3.81
191,Jeremy,Mann,Neonatology,6228992114,6,4,jeremy.mann@SUH.com,72,3.21
192,Victoria,Erickson,Pediatric Anesthesia,6705554660,10,4,victoria.erickson@SUH.com,70,2.93
193,Jason,Davis,Neonatology,4237837504,6,4,jason.davis@SUH.com,72,3.69
194,Jennifer,Rios,Critical Care Anesthesia,2348174344,26,4,jennifer.rios@SUH.com,70,3.23
195,Tammy,West,Travel Medicine,3488967998,34,4,tammy.west@SUH.com,71,3.2
196,Jean,Gonzalez,Pediatric Emergency Medicine,3482629742,14,4,jean.gonzalez@SUH.com,72,3.97
197,Ryan,Morris,Hospital Epidemiology,8358621357,18,4,ryan.morris@SUH.com,71,4.08
198,Michael,Garcia,Pain Management,5878210867,32,4,michael.garcia@SUH.com,70,2.36
199,Dana,Davis,Sleep Medicine,7492244818,6,4,dana.davis@SUH.com,73,3.94
200,Tanya,Smith,Travel Medicine,3572335974,8,4,tanya.smith@SUH.com,71,2.99
201,Daniel,Hardy,Pain Management,4819841189,27,5,daniel.hardy@ELCH.com,74,3.36
202,Gabriel,Marshall,Medical Oncology,8275908601,17,5,gabriel.marshall@ELCH.com,75,3.02
203,Jonathan,Reyes,Aortic Surgery,6987852609,32,5,jonathan.reyes@ELCH.com,76,2.86
204,William,Kennedy,Craniofacial Surgery,6745542237,20,5,william.kennedy@ELCH.com,77,2.95
205,Andrew,Garcia,Glomerular Disease,9827369582,23,5,andrew.garcia@ELCH.com,78,2.32
206,Alexander,Bradley,Brain Injury Rehabilitation,5723188694,33,5,alexander.bradley@ELCH.com,79,3.29
207,Ronnie,Stephens,Malignant Hematology,3507394678,19,5,ronnie.stephens@ELCH.com,80,2.74
208,Nicholas,Gutierrez,Geriatric Medicine,8346768064,7,5,nicholas.gutierrez@ELCH.com,81,3.16
209,Terry,Wood,Sleep Medicine,2927506774,35,5,terry.wood@ELCH.com,82,2.94
210,Eric,Underwood,Esophageal Surgery,6118290320,10,5,eric.underwood@ELCH.com,83,2.96
211,Scott,Rubio,Osteoporosis,6278211744,7,5,scott.rubio@ELCH.com,84,3.18
212,Antonio,Wilkins,Dermatopathology,2713043748,22,5,antonio.wilkins@ELCH.com,85,3.01
213,Miguel,Phillips,Hand Surgery,3004902927,7,5,miguel.phillips@ELCH.com,86,3.73
214,Andrew,Newton,Cardiac ICU,8113191317,28,5,andrew.newton@ELCH.com,87,2.29
215,Darin,Robbins,Otology,2825812568,14,5,darin.robbins@ELCH.com,88,3.28
216,Clinton,Moody,Pediatric Endocrinology,8587589864,29,5,clinton.moody@ELCH.com,89,3.11
217,Jill,Dunlap,Toxicology,6506002432,4,5,jill.dunlap@ELCH.com,90,1.88
218,Lisa,Brennan,Pediatric Pulmonology,7555318724,1,5,lisa.brennan@ELCH.com,91,2.65
219,Cynthia,Williamson,Medical Oncology,8352614685,26,5,cynthia.williamson@ELCH.com,75,2.5
220,Tammy,Fisher,Reconstructive Surgery,6247041560,32,5,tammy.fisher@ELCH.com,77,3.98
221,Sara,Carson,Reproductive Endocrinology,2122739991,16,5,sara.carson@ELCH.com,89,4.05
222,Lauren,Moore,Reproductive Endocrinology,9639983083,5,5,lauren.moore@ELCH.com,89,3.26
223,Brittany,Nixon,Geriatric Medicine,5519065273,15,5,brittany.nixon@ELCH.com,81,2.78
224,Robert,Long,Endovascular Surgery,2666734129,10,5,robert.long@ELCH.com,76,4.25
225,Rhonda,Curry,Pain Management,8249264865,6,5,rhonda.curry@ELCH.com,79,4.88
226,Steven,King,Medical ICU,8442469807,21,5,steven.king@ELCH.com,87,3.33
227,Tammy,Perry,Pediatric Pulmonology,9409076858,32,5,tammy.perry@ELCH.com,91,3.71
228,Angela,Quinn,Dermatopathology,4929909534,20,5,angela.quinn@ELCH.com,85,2.65
229,Courtney,Bird,Hypertension,6578274758,8,5,courtney.bird@ELCH.com,78,4.1
230,Lisa,Santos,Pediatric Orthopedics,9149282215,22,5,lisa.santos@ELCH.com,86,3.69
231,Christian,Mills,Aortic Surgery,4799294145,14,5,christian.mills@ELCH.com,76,3.5
232,Roberta,Williams,Sports Rehabilitation,2199144952,29,5,roberta.williams@ELCH.com,79,3.64
233,Richard,Chen,Cardiac Surgery,5648767626,25,5,richard.chen@ELCH.com,83,3.02
234,Courtney,Lee,Sleep Medicine,4279554753,16,5,courtney.lee@ELCH.com,82,3.42
235,Theresa,Bush,Hypertension,4723189975,12,5,theresa.bush@ELCH.com,78,4.1
236,Donna,Martin,Pediatric Dermatology,4114655450,12,5,donna.martin@ELCH.com,85,3.1
237,Thomas,Allen,Benign Hematology,2843106167,17,5,thomas.allen@ELCH.com,80,3.23
238,Edward,Wilson,Hand Surgery,9916419913,5,5,edward.wilson@ELCH.com,86,4.03
239,Kathryn,Sims,Dialysis,8646221385,9,5,kathryn.sims@ELCH.com,78,2.98
240,Stephen,Brown,Brain Injury Rehabilitation,3277331276,3,5,stephen.brown@ELCH.com,79,3.78
241,Dennis,Young,Head and Neck Surgery,2574597844,35,5,dennis.young@ELCH.com,88,3.96
242,Joseph,Mason,Esophageal Surgery,8148721078,26,5,joseph.mason@ELCH.com,83,3.5
243,Lonnie,Flynn,Cardiac ICU,3572280720,34,5,lonnie.flynn@ELCH.com,87,3.16
244,Melissa,Hubbard,Foot and Ankle Surgery,7058431032,16,5,melissa.hubbard@ELCH.com,86,2.07
245,Valerie,Lynn,Pediatric Emergency,8564360939,27,5,valerie.lynn@ELCH.com,90,3.72
246,Kimberly,Brown,Cardiac ICU,6259447586,29,5,kimberly.brown@ELCH.com,87,3.77
247,Lacey,Rivera,Mohs Surgery,4565403746,23,5,lacey.rivera@ELCH.com,85,3.25
248,Christian,Huynh,Endovascular Surgery,2823927173,21,5,christian.huynh@ELCH.com,76,2.44
249,Kristine,Sharp,Lupus,8229935511,32,5,kristine.sharp@ELCH.com,84,4.08
250,David,Berry,Osteoporosis,4394399794,13,5,david.berry@ELCH.com,84,2.57
251,Sandy,Baker,Pediatric Endocrinology,5527758116,27,6,sandy.baker@CC.com,92,3.53
252,Sara,Lawrence,Benign Hematology,6179974360,17,6,sara.lawrence@CC.com,93,3.45
253,Adam,Cain,Bone Marrow Transplant,8222895716,26,6,adam.cain@CC.com,93,2.88
254,Lisa,Bryant,Reproductive Endocrinology,2247549277,31,6,lisa.bryant@CC.com,92,4.09
255,Rebecca,Gutierrez,Hemostasis and Thrombosis,4428921687,14,6,rebecca.gutierrez@CC.com,93,3.56
256,Lori,Morgan,Thyroid Disorders,2858921131,19,6,lori.morgan@CC.com,92,3.92
257,Mark,Kelly,Thyroid Disorders,8787047637,7,6,mark.kelly@CC.com,92,3.65
258,Jason,Arellano,Hemostasis and Thrombosis,4428243156,35,6,jason.arellano@CC.com,93,4.23
259,Anthony,Farley,Malignant Hematology,3265611938,20,6,anthony.farley@CC.com,93,2.81
260,Mario,Chavez,Benign Hematology,9916229990,5,6,mario.chavez@CC.com,93,4.39
261,Jason,Brown,Reproductive Endocrinology,6003932738,31,6,jason.brown@CC.com,92,2.36
262,Edward,Singleton,Diabetes,8957483940,23,6,edward.singleton@CC.com,92,4.71
263,Chad,Mccarty,Bone Marrow Transplant,8519492500,21,6,chad.mccarty@CC.com,93,2.94
264,Kelly,Smith,Malignant Hematology,4975810012,31,6,kelly.smith@CC.com,93,3.94
265,Debra,Rodriguez,Bone Marrow Transplant,5667426056,34,6,debra.rodriguez@CC.com,93,3.64
266,Caitlin,Byrd,Hemostasis and Thrombosis,6787035729,4,6,caitlin.byrd@CC.com,93,2.81
267,Mark,Torres,Diabetes,9294640619,6,6,mark.torres@CC.com,92,3.53
268,Laura,Floyd,Bone Marrow Transplant,9625879509,1,6,laura.floyd@CC.com,93,3.02
269,Ashley,Miller,Bone Marrow Transplant,4228405129,22,6,ashley.miller@CC.com,93,3.04
270,Jonathan,Cannon,Malignant Hematology,6205837946,21,6,jonathan.cannon@CC.com,93,3.21
271,Matthew,Garcia,Benign Hematology,5755404154,13,6,matthew.garcia@CC.com,93,3.43
272,Jacob,Gray,Malignant Hematology,8423560808,16,6,jacob.gray@CC.com,93,4.22
273,Jonathan,Fletcher,Malignant Hematology,9416186852,35,6,jonathan.fletcher@CC.com,93,3.71
274,John,Hendricks,Pediatric Endocrinology,7933173564,6,6,john.hendricks@CC.com,92,3.26
275,Latasha,Taylor,Diabetes,6582217675,21,6,latasha.taylor@CC.com,92,3.54
276,Robert,Marsh,Bone Marrow Transplant,2922116341,7,6,robert.marsh@CC.com,93,3.82
277,Richard,Harmon,Reproductive Endocrinology,5538321189,19,6,richard.harmon@CC.com,92,3.15
278,Kimberly,Velazquez,Benign Hematology,3253205218,22,6,kimberly.velazquez@CC.com,93,3.76
279,Jill,Woods,Thyroid Disorders,5747591306,19,6,jill.woods@CC.com,92,3.58
